"id","season","comment","subtype","elapsed","scorer","assister"
2310,"2009/2010","n","shot",55,"Aiyegbeni Yakubu","Jack Rodwell"
2311,"2009/2010","n","header",8,"Danny Pugh","Ryan Shawcross"
2311,"2009/2010","n","header",32,"Nicklas Bendtner","Cesc Fabregas"
2311,"2009/2010","p","penalty",90,"Cesc Fabregas","NA"
2311,"2009/2010","n","shot",90,"Thomas Vermaelen","Cesc Fabregas"
2312,"2009/2010","n","header",38,"Wayne Rooney","Antonio Valencia"
2312,"2009/2010","n","header",55,"Wayne Rooney","Antonio Valencia"
2312,"2009/2010","n","shot",80,"Michael Owen","Paul Scholes"
2313,"2009/2010","n","shot",20,"Steven Gerrard","Yossi Benayoun"
2313,"2009/2010","p","penalty",40,"Keith Andrews","NA"
2313,"2009/2010","n","shot",44,"Fernando Torres","Maxi Rodriguez"
2314,"2009/2010","n","shot",13,"Gabriel Agbonlahor","John Carew"
2314,"2009/2010","p","penalty",76,"James Milner","NA"
2315,"2009/2010","n","shot",42,"Frank Lampard","Joe Cole"
2315,"2009/2010","n","",45,"Carlos Tevez","NA"
2315,"2009/2010","n","shot",51,"Craig Bellamy","Gareth Barry"
2315,"2009/2010","p","penalty",76,"Carlos Tevez","NA"
2315,"2009/2010","n","shot",87,"Craig Bellamy","Shaun Wright-Phillips"
2315,"2009/2010","p","penalty",90,"Frank Lampard","NA"
2316,"2009/2010","p","penalty",45,"James McFadden","James McFadden"
2317,"2009/2010","dg","disallowed",14,"Danny Webber","NA"
2317,"2009/2010","n","shot",25,"Frederic Piquionne","Danny Webber"
2317,"2009/2010","n","shot",31,"Martin Paterson","Brian Jensen"
2317,"2009/2010","npm","saved_back_into_play",56,"Jamie O'Hara","NA"
2317,"2009/2010","p","penalty",76,"Hassan Yebda","NA"
2318,"2009/2010","n","shot",45,"Zatyiah Knight","Chung-Yong Lee"
2319,"2009/2010","n","volley",35,"Hugo Rodallega","Emmerson Boyce"
2320,"2009/2010","n","header",10,"Kevin Davies","Chung-Yong Lee"
2320,"2009/2010","n","volley",16,"Jack Wilshere","Tamir Cohen"
2320,"2009/2010","n","shot",88,"Alessandro Diamanti","NA"
2321,"2009/2010","n","header",82,"Peter Crouch","Peter Crouch"
2322,"2009/2010","n","shot",32,"Didier Drogba","Deco"
2322,"2009/2010","n","shot",50,"Florent Malouda","Frank Lampard"
2322,"2009/2010","n","loose_ball",60,"Florent Malouda","Frank Lampard"
2322,"2009/2010","n","shot",77,"Didier Drogba","John Obi Mikel"
2322,"2009/2010","n","header",90,"Frank Lampard","Didier Drogba"
2323,"2009/2010","n","shot",17,"Mikel Arteta","Aiyegbeni Yakubu"
2323,"2009/2010","npm","saved_back_into_play",29,"Aiyegbeni Yakubu","NA"
2323,"2009/2010","n","distance",32,"Tom Cairney","NA"
2323,"2009/2010","n","shot",39,"Mikel Arteta","Steven Pienaar"
2323,"2009/2010","o","own-goal",51,"Richard Garcia","NA"
2323,"2009/2010","n","shot",82,"Landon Donovan","Leighton Baines"
2323,"2009/2010","n","shot",86,"Jack Rodwell","Landon Donovan"
2324,"2009/2010","n","distance",5,"David Dunn","NA"
2324,"2009/2010","n","direct_freekick",55,"James McFadden","NA"
2324,"2009/2010","n","header",67,"David Dunn","El Hadji Diouf"
2325,"2009/2010","dg","disallowed",7,"Darren Bent","NA"
2325,"2009/2010","n","distance",22,"Fraizer Campbell","Kieran Richardson"
2325,"2009/2010","n","volley",30,"John Carew","Ashley Young"
2326,"2009/2010","n","shot",34,"Cesc Fabregas","Samir Nasri"
2326,"2009/2010","n","shot",50,"David Nugent","Leon Cort"
2326,"2009/2010","n","shot",60,"Theo Walcott","Nicklas Bendtner"
2326,"2009/2010","n","shot",90,"Andrey Arshavin","Eduardo"
2327,"2009/2010","n","shot",73,"Paul Scholes","Paul Scholes"
2328,"2009/2010","n","shot",83,"Matthew Etherington","Tuncay Sanli"
2329,"2009/2010","n","shot",18,"Abou Diaby","Eduardo"
2329,"2009/2010","n","shot",21,"Abou Diaby","Emmanuel Eboue"
2329,"2009/2010","n","header",37,"Younes Kaboul","Nadir Belhadj"
2329,"2009/2010","n","shot",51,"William Gallas","Thomas Vermaelen"
2329,"2009/2010","n","shot",68,"Aaron Ramsey","Robin van Persie"
2330,"2009/2010","o","own-goal",34,"Lucas Leiva","NA"
2330,"2009/2010","n","header",45,"Curtis Davies","Nicky Shorey"
2330,"2009/2010","n","shot",72,"Fernando Torres","Emiliano Insua"
2330,"2009/2010","p","penalty",75,"Ashley Young","NA"
2331,"2009/2010","n","distance",21,"Gael Givet","NA"
2331,"2009/2010","n","shot",32,"Kenwyne Jones","Steed Malbranque"
2331,"2009/2010","n","header",53,"Kenwyne Jones","Lee Cattermole"
2331,"2009/2010","dg","disallowed",55,"Steven Nzonzi","NA"
2332,"2009/2010","n","volley",49,"Carlton Cole","Luis Jimenez"
2332,"2009/2010","n","shot",54,"Jermain Defoe","NA"
2332,"2009/2010","n","shot",79,"Aaron Lennon","Vedran Corluka"
2333,"2009/2010","n","shot",17,"Emmanuel Adebayor","Carlos Tevez"
2333,"2009/2010","dg","disallowed",68,"Robinho","NA"
2334,"2009/2010","n","shot",39,"Didier Drogba","Nicolas Anelka"
2334,"2009/2010","n","shot",76,"Nicolas Anelka","Didier Drogba"
2335,"2009/2010","dg","disallowed",74,"Ricardo Fuller","Ricardo Fuller"
2336,"2009/2010","n","shot",61,"Kamel Ghilas","Jozy Altidore"
2337,"2009/2010","n","shot",34,"Wade Elliott","Steven Fletcher"
2337,"2009/2010","npm","missed",76,"Louis Saha","NA"
2338,"2009/2010","n","header",56,"Wayne Rooney","Antonio Valencia"
2338,"2009/2010","n","shot",58,"Dimitar Berbatov","Paul Scholes"
2338,"2009/2010","n","shot",65,"Wayne Rooney","Dimitar Berbatov"
2338,"2009/2010","n","shot",85,"Michael Owen","Nani"
2338,"2009/2010","n","direct_freekick",90,"Nani","NA"
2339,"2009/2010","n","shot",45,"Jermain Defoe","Vedran Corluka"
2339,"2009/2010","n","shot",55,"Roman Pavlyuchenko","Jermain Defoe"
2339,"2009/2010","n","header",80,"Christopher Samba","Morten Gamst Pedersen"
2339,"2009/2010","n","shot",86,"Roman Pavlyuchenko","Gareth Bale"
2340,"2009/2010","n","header",9,"Kenwyne Jones","Steed Malbranque"
2340,"2009/2010","n","shot",90,"Adam Johnson","Gareth Barry"
2342,"2009/2010","n","shot",46,"Wayne Rooney","Nani"
2342,"2009/2010","n","shot",84,"Wayne Rooney","Dimitar Berbatov"
2342,"2009/2010","n","header",89,"Dimitar Berbatov","Ji-Sung Park"
2343,"2009/2010","n","shot",26,"Fernando Torres","Maxi Rodriguez"
2343,"2009/2010","n","shot",28,"Ryan Babel","Fernando Torres"
2343,"2009/2010","n","shot",32,"Alberto Aquilani","Fernando Torres"
2343,"2009/2010","n","shot",77,"Fernando Torres","Alberto Aquilani"
2343,"2009/2010","n","shot",88,"Nadir Belhadj","Frederic Piquionne"
2344,"2009/2010","n","shot",14,"Andrey Arshavin","Nicklas Bendtner"
2344,"2009/2010","p","penalty",28,"Jimmy Bullard","NA"
2344,"2009/2010","n","loose_ball",90,"Nicklas Bendtner","Denilson"
2345,"2009/2010","n","shot",19,"Victor Anichebe","Philip Neville"
2345,"2009/2010","n","header",22,"Aiyegbeni Yakubu","Steven Pienaar"
2345,"2009/2010","n","shot",26,"Cameron Jerome","Keith Fahey"
2345,"2009/2010","n","volley",52,"Craig Gardner","Cameron Jerome"
2346,"2009/2010","n","shot",10,"Johan Elmander","Kevin Davies"
2346,"2009/2010","p","penalty",48,"Kevin Davies","NA"
2346,"2009/2010","n","shot",53,"Fabrice Muamba","Chung-Yong Lee"
2346,"2009/2010","n","shot",69,"Matthew Taylor","NA"
2347,"2009/2010","n","shot",26,"Matt Jarvis","NA"
2347,"2009/2010","o","own-goal",47,"Clarke Carlisle","NA"
2347,"2009/2010","n","header",73,"Steven Thompson","Graham Alexander"
2348,"2009/2010","n","header",16,"Alex","Florent Malouda"
2348,"2009/2010","n","distance",30,"Scott Parker","Kieron Dyer"
2348,"2009/2010","n","header",56,"Didier Drogba","Florent Malouda"
2348,"2009/2010","n","shot",77,"Florent Malouda","NA"
2348,"2009/2010","n","loose_ball",90,"Didier Drogba","Frank Lampard"
2349,"2009/2010","n","shot",90,"Hugo Rodallega","Victor Moses"
2350,"2009/2010","n","shot",5,"Darren Bent","NA"
2350,"2009/2010","n","shot",11,"Darren Bent","Steed Malbranque"
2350,"2009/2010","n","shot",60,"Cameron Jerome","Michel"
2350,"2009/2010","n","shot",88,"Fraizer Campbell","Jordan Henderson"
2351,"2009/2010","n","distance",5,"Denilson","Nicklas Bendtner"
2351,"2009/2010","npm","saved",45,"Alessandro Diamanti","NA"
2351,"2009/2010","p","penalty",83,"Cesc Fabregas","NA"
2352,"2009/2010","n","shot",16,"John Carew","Ashley Young"
2352,"2009/2010","n","shot",23,"Jody Craddock","Ronald Zubar"
2352,"2009/2010","o","own-goal",38,"James Milner","NA"
2352,"2009/2010","n","shot",82,"John Carew","Steve Sidwell"
2353,"2009/2010","n","shot",6,"Didier Drogba","Nicolas Anelka"
2353,"2009/2010","n","header",70,"El Hadji Diouf","Michel Salgado"
2354,"2009/2010","n","deflected",27,"Caleb Folan","Craig Fagan"
2354,"2009/2010","n","shot",37,"Tommy Smith","NA"
2354,"2009/2010","n","shot",73,"Caleb Folan","Richard Garcia"
2354,"2009/2010","n","direct_freekick",88,"Jamie O'Hara","NA"
2354,"2009/2010","n","shot",89,"Nwankwo Kanu","Nadir Belhadj"
2355,"2009/2010","n","direct_freekick",72,"Mikel Arteta","NA"
2355,"2009/2010","n","shot",89,"Steven Pienaar","Leon Osman"
2356,"2009/2010","n","loose_ball",7,"Roque Santa Cruz","Craig Bellamy"
2356,"2009/2010","n","shot",36,"Carlos Tevez","Craig Bellamy"
2356,"2009/2010","p","penalty",75,"Danny Murphy","NA"
2357,"2009/2010","n","header",5,"Fernando Torres","Dirk Kuyt"
2357,"2009/2010","n","loose_ball",12,"Wayne Rooney","NA"
2357,"2009/2010","npm","saved_back_into_play",12,"Wayne Rooney","NA"
2357,"2009/2010","n","header",60,"Ji-Sung Park","Darren Fletcher"
2358,"2009/2010","n","shot",46,"Eidur Gudjohnsen","Peter Crouch"
2358,"2009/2010","p","penalty",64,"Matthew Etherington","NA"
2358,"2009/2010","n","shot",77,"Niko Kranjcar","Benoit Assou-Ekotto"
2359,"2009/2010","n","shot",3,"Fernando Torres","Pepe Reina"
2359,"2009/2010","n","deflected",32,"Glen Johnson","NA"
2359,"2009/2010","n","shot",60,"Fernando Torres","Glen Johnson"
2360,"2009/2010","n","shot",72,"Carlos Tevez","Patrick Vieira"
2360,"2009/2010","n","shot",74,"Carlos Tevez","Vincent Kompany"
2360,"2009/2010","n","shot",84,"Carlos Tevez","Pablo Zabaleta"
2361,"2009/2010","n","header",27,"Peter Crouch","Gareth Bale"
2361,"2009/2010","n","shot",41,"Niko Kranjcar","NA"
2362,"2009/2010","o","own-goal",38,"Jlloyd Samuel","NA"
2362,"2009/2010","n","shot",69,"Dimitar Berbatov","Darren Fletcher"
2362,"2009/2010","n","shot",78,"Dimitar Berbatov","Nani"
2362,"2009/2010","n","shot",82,"Darron Gibson","Nani"
2363,"2009/2010","n","shot",69,"Ricardo Fuller","Glenn Whelan"
2365,"2009/2010","p","penalty",16,"Jimmy Bullard","NA"
2365,"2009/2010","n","header",48,"Craig Fagan","Dean Marney"
2366,"2009/2010","n","shot",15,"Frank Lampard","Florent Malouda"
2366,"2009/2010","n","shot",29,"John Carew","Ashley Young"
2366,"2009/2010","p","penalty",44,"Frank Lampard","NA"
2366,"2009/2010","n","shot",57,"Florent Malouda","Yuri Zhirkov"
2366,"2009/2010","p","penalty",62,"Frank Lampard","NA"
2366,"2009/2010","n","shot",68,"Florent Malouda","Frank Lampard"
2366,"2009/2010","n","shot",83,"Salomon Kalou","Nicolas Anelka"
2366,"2009/2010","n","loose_ball",90,"Frank Lampard","NA"
2367,"2009/2010","dg","disallowed",16,"Martin Olsson","Martin Olsson"
2367,"2009/2010","p","penalty",20,"David Dunn","David Dunn"
2368,"2009/2010","n","distance",81,"Samir Nasri","Sol Campbell"
2368,"2009/2010","n","shot",90,"Kevin Phillips","Craig Gardner"
2369,"2009/2010","n","loose_ball",1,"Darren Bent","Fraizer Campbell"
2369,"2009/2010","p","penalty",29,"Darren Bent","NA"
2369,"2009/2010","npm","saved_back_into_play",41,"Darren Bent","NA"
2369,"2009/2010","npm","saved",62,"Darren Bent","NA"
2369,"2009/2010","dg","disallowed",65,"Anton Ferdinand","NA"
2369,"2009/2010","n","header",72,"Peter Crouch","Niko Kranjcar"
2369,"2009/2010","n","volley",86,"Boudewijn Zenden","Jordan Henderson"
2370,"2009/2010","n","shot",6,"Ricardo Fuller","Dave Kitson"
2370,"2009/2010","n","shot",90,"Liam Lawrence","Matthew Etherington"
2372,"2009/2010","n","shot",20,"Joe Cole","Florent Malouda"
2372,"2009/2010","n","shot",79,"Didier Drogba","Salomon Kalou"
2372,"2009/2010","n","shot",81,"Federico Macheda","Nani"
2373,"2009/2010","n","shot",34,"Jason Scotland","Marcelo Moreno"
2373,"2009/2010","n","shot",47,"Stefano Okaka Chuka","Zoltan Gera"
2373,"2009/2010","n","header",58,"Brede Hangeland","Damien Duff"
2374,"2009/2010","n","header",24,"Diniyar Bilyaletdinov","Tim Cahill"
2374,"2009/2010","npm","saved",37,"Mido","NA"
2374,"2009/2010","n","shot",60,"Manuel da Costa","NA"
2374,"2009/2010","n","header",85,"Aiyegbeni Yakubu","Leighton Baines"
2374,"2009/2010","n","header",87,"Ilan","Julien Faubert"
2375,"2009/2010","n","shot",4,"Emmanuel Adebayor","Adam Johnson"
2375,"2009/2010","n","shot",5,"Craig Bellamy","Carlos Tevez"
2375,"2009/2010","n","loose_ball",7,"Carlos Tevez","Emmanuel Adebayor"
2375,"2009/2010","n","header",20,"Patrick Vieira","Adam Johnson"
2375,"2009/2010","n","shot",45,"Emmanuel Adebayor","Carlos Tevez"
2375,"2009/2010","n","header",58,"Vincent Kompany","Adam Johnson"
2375,"2009/2010","n","shot",71,"Steven Fletcher","Jack Cork"
2376,"2009/2010","n","shot",11,"Ashley Young","Stephen Warnock"
2377,"2009/2010","n","shot",46,"Steven Gerrard","Glen Johnson"
2377,"2009/2010","n","shot",56,"Liam Ridgewell","James McFadden"
2378,"2009/2010","n","header",90,"Nicklas Bendtner","Bacary Sagna"
2379,"2009/2010","n","shot",51,"Ilan","Carlton Cole"
2381,"2009/2010","dg","disallowed",43,"Paul Scharner","Paul Scharner"
2382,"2009/2010","n","volley",10,"Danny Rose","NA"
2382,"2009/2010","n","shot",47,"Gareth Bale","Jermain Defoe"
2382,"2009/2010","n","shot",85,"Nicklas Bendtner","Theo Walcott"
2383,"2009/2010","p","penalty",38,"Carlos Tevez","NA"
2383,"2009/2010","n","shot",40,"Carlos Tevez","Nedum Onuoha"
2383,"2009/2010","n","header",42,"Cameron Jerome","James McFadden"
2383,"2009/2010","n","shot",43,"Emmanuel Adebayor","Craig Bellamy"
2383,"2009/2010","n","shot",74,"Nedum Onuoha","NA"
2383,"2009/2010","n","shot",88,"Emmanuel Adebayor","Adam Johnson"
2385,"2009/2010","n","header",3,"Kevin Kilbane","Jozy Altidore"
2385,"2009/2010","n","shot",35,"Martin Paterson","Tyrone Mears"
2385,"2009/2010","p","penalty",64,"Graham Alexander","NA"
2385,"2009/2010","p","penalty",70,"Graham Alexander","NA"
2385,"2009/2010","n","direct_freekick",90,"Wade Elliott","NA"
2386,"2009/2010","n","header",43,"Nicolas Anelka","Didier Drogba"
2388,"2009/2010","n","header",23,"Tim Cahill","Leighton Baines"
2388,"2009/2010","n","header",72,"Gabriel Agbonlahor","James Milner"
2388,"2009/2010","n","header",74,"Tim Cahill","Diniyar Bilyaletdinov"
2388,"2009/2010","o","own-goal",90,"Phil Jagielka","NA"
2389,"2009/2010","n","shot",41,"Theo Walcott","Nicklas Bendtner"
2389,"2009/2010","n","header",48,"Mikael Silvestre","Samir Nasri"
2389,"2009/2010","n","shot",80,"Ben Watson","Victor Moses"
2389,"2009/2010","n","header",89,"Titus Bramble","NA"
2389,"2009/2010","n","distance",90,"Charles N'Zogbia","Hugo Rodallega"
2390,"2009/2010","p","penalty",15,"Jermain Defoe","NA"
2390,"2009/2010","dg","disallowed",38,"Florent Malouda","NA"
2390,"2009/2010","n","shot",44,"Gareth Bale","Roman Pavlyuchenko"
2390,"2009/2010","n","shot",90,"Frank Lampard","Michael Ballack"
2391,"2009/2010","n","shot",25,"Fraizer Campbell","Alan Hutton"
2391,"2009/2010","n","shot",40,"Darren Bent","Fraizer Campbell"
2391,"2009/2010","n","shot",82,"Steven Thompson","Robbie Blake"
2392,"2009/2010","n","shot",13,"Dave Kitson","Tuncay Sanli"
2392,"2009/2010","n","direct_freekick",85,"Matthew Taylor","NA"
2392,"2009/2010","n","volley",88,"Matthew Taylor","Vladimir Weiss"
2393,"2009/2010","n","shot",10,"Michael Brown","Anthony Vanden Borre"
2393,"2009/2010","n","shot",16,"John Carew","Stephen Warnock"
2393,"2009/2010","npm","saved_back_into_play",41,"John Carew","NA"
2393,"2009/2010","n","volley",82,"Nathan Delfouneso","Emile Heskey"
2394,"2009/2010","n","shot",19,"Yossi Benayoun","Steven Gerrard"
2394,"2009/2010","n","shot",29,"David Ngog","Maxi Rodriguez"
2394,"2009/2010","o","own-goal",59,"Robert Green","NA"
2396,"2009/2010","p","penalty",4,"Mikel Arteta","NA"
2396,"2009/2010","n","distance",69,"Steven Nzonzi","David Dunn"
2396,"2009/2010","n","header",79,"Aiyegbeni Yakubu","Victor Anichebe"
2396,"2009/2010","n","distance",81,"Jason Roberts","Nikola Kalinic"
2396,"2009/2010","n","shot",90,"Tim Cahill","Aiyegbeni Yakubu"
2398,"2009/2010","n","header",90,"Paul Scholes","Patrice Evra"
2399,"2009/2010","n","shot",36,"Erik Nevland","Erik Nevland"
2399,"2009/2010","o","own-goal",49,"Chris Smalling","Chris Smalling"
2399,"2009/2010","p","penalty",90,"Mikel Arteta","Mikel Arteta"
2400,"2009/2010","n","shot",7,"Darren Bent","Kenwyne Jones"
2400,"2009/2010","npm","post",41,"Jimmy Bullard","NA"
2401,"2009/2010","n","shot",28,"Ryan Nelsen","Morten Gamst Pedersen"
2401,"2009/2010","n","header",81,"Sylvan Ebanks-Blake","Stephen Ward"
2402,"2009/2010","o","own-goal",4,"Jonathan Spector","NA"
2402,"2009/2010","n","shot",31,"Ilan","Carlton Cole"
2402,"2009/2010","n","loose_ball",45,"Radoslav Kovac","Mark Noble"
2402,"2009/2010","n","header",52,"Hugo Rodallega","Victor Moses"
2402,"2009/2010","n","distance",77,"Scott Parker","Guillermo Franco"
2403,"2009/2010","p","penalty",58,"Ryan Giggs","NA"
2403,"2009/2010","n","header",70,"Ledley King","Gareth Bale"
2403,"2009/2010","n","shot",81,"Nani","Federico Macheda"
2403,"2009/2010","p","penalty",86,"Ryan Giggs","NA"
2404,"2009/2010","n","header",24,"Salomon Kalou","Didier Drogba"
2404,"2009/2010","n","loose_ball",31,"Salomon Kalou","Frank Lampard"
2404,"2009/2010","p","penalty",44,"Frank Lampard","NA"
2404,"2009/2010","n","shot",68,"Salomon Kalou","NA"
2404,"2009/2010","n","shot",81,"Frank Lampard","Sam Hutchinson"
2404,"2009/2010","n","shot",87,"Daniel Sturridge","Didier Drogba"
2404,"2009/2010","n","shot",89,"Florent Malouda","Joe Cole"
2405,"2009/2010","n","deflected",52,"Steven Gerrard","Alberto Aquilani"
2405,"2009/2010","n","distance",59,"Steven Gerrard","Alberto Aquilani"
2405,"2009/2010","n","shot",74,"Maxi Rodriguez","Alberto Aquilani"
2405,"2009/2010","n","shot",90,"Ryan Babel","Lucas Leiva"
2406,"2009/2010","n","header",26,"Ivan Klasnic","Jack Wilshere"
2406,"2009/2010","n","shot",28,"Kevin Davies","Vladimir Weiss"
2406,"2009/2010","n","shot",54,"Aruna Dindane","Frederic Piquionne"
2406,"2009/2010","n","shot",68,"Aruna Dindane","John Utaka"
2407,"2009/2010","p","penalty",83,"James Milner","James Milner"
2409,"2009/2010","n","shot",31,"Victor Moses","Mohamed Diame"
2409,"2009/2010","n","header",42,"Will Atkinson","Kevin Kilbane"
2409,"2009/2010","n","header",64,"Mark Cullen","George Boateng"
2409,"2009/2010","n","bicycle_kick",90,"Steve Gohouri","Paul Scharner"
2410,"2009/2010","n","distance",38,"Tom Huddlestone","Benoit Assou-Ekotto"
2411,"2009/2010","n","shot",28,"Nani","Darren Fletcher"
2412,"2009/2010","dg","disallowed",74,"Phil Jagielka","Phil Jagielka"
2413,"2009/2010","n","header",20,"Aruna Dindane","Michael Brown"
2413,"2009/2010","n","loose_ball",35,"Kevin Doyle","NA"
2413,"2009/2010","n","shot",39,"John Utaka","Michael Brown"
2413,"2009/2010","n","shot",67,"Michael Brown","Tommy Smith"
2414,"2009/2010","n","shot",16,"John Carew","Stewart Downing"
2414,"2009/2010","p","penalty",41,"Carlos Tevez","NA"
2414,"2009/2010","n","shot",43,"Emmanuel Adebayor","Adam Johnson"
2414,"2009/2010","n","shot",89,"Craig Bellamy","Shaun Wright-Phillips"
2415,"2009/2010","n","header",29,"Cameron Jerome","NA"
2415,"2009/2010","n","header",41,"Cristian Benitez","Roger Johnson"
2415,"2009/2010","n","shot",87,"Steven Thompson","Jack Cork"
2416,"2009/2010","n","header",13,"Robin van Persie","Bacary Sagna"
2416,"2009/2010","n","shot",44,"David Dunn","Jason Roberts"
2416,"2009/2010","n","header",68,"Christopher Samba","Morten Gamst Pedersen"
2417,"2009/2010","n","shot",45,"Clint Dempsey","Simon Davies"
2417,"2009/2010","o","own-goal",58,"Carlton Cole","NA"
2417,"2009/2010","n","header",61,"Carlton Cole","Mark Noble"
2417,"2009/2010","n","shot",79,"Stefano Okaka Chuka","Erik Nevland"
2417,"2009/2010","n","shot",90,"Guillermo Franco","Scott Parker"
2418,"2009/2010","n","shot",33,"Didier Drogba","NA"
2418,"2009/2010","n","shot",54,"Frank Lampard","Nicolas Anelka"
2419,"2009/2010","n","deflected",8,"Kenwyne Jones","Fraizer Campbell"
2419,"2009/2010","p","penalty",10,"Kevin Doyle","NA"
2419,"2009/2010","n","distance",78,"Adlene Guedioura","Ronald Zubar"
2420,"2009/2010","n","shot",90,"Diniyar Bilyaletdinov","Johnny Heitinga"
2421,"2009/2010","n","shot",6,"Nicolas Anelka","Florent Malouda"
2421,"2009/2010","p","penalty",32,"Frank Lampard","NA"
2421,"2009/2010","n","shot",54,"Salomon Kalou","Frank Lampard"
2421,"2009/2010","n","volley",57,"Nicolas Anelka","Branislav Ivanovic"
2421,"2009/2010","n","header",63,"Didier Drogba","Frank Lampard"
2421,"2009/2010","p","penalty",68,"Didier Drogba","NA"
2421,"2009/2010","n","loose_ball",80,"Didier Drogba","Joe Cole"
2421,"2009/2010","n","volley",90,"Ashley Cole","Joe Cole"
2422,"2009/2010","n","shot",3,"Gareth Bale","Aaron Lennon"
2422,"2009/2010","n","shot",32,"Luka Modric","Gareth Bale"
2422,"2009/2010","n","shot",42,"Wade Elliott","Steven Fletcher"
2422,"2009/2010","n","header",54,"Jack Cork","Martin Paterson"
2422,"2009/2010","n","shot",71,"Martin Paterson","Steven Fletcher"
2422,"2009/2010","n","deflected",88,"Steven Thompson","Wade Elliott"
2423,"2009/2010","n","header",33,"Kevin Davies","Paul Robinson"
2423,"2009/2010","n","shot",60,"Ivan Klasnic","Vladimir Weiss"
2423,"2009/2010","npm","saved_back_into_play",75,"Cristian Benitez","NA"
2423,"2009/2010","n","shot",77,"James McFadden","Lee Bowyer"
2424,"2009/2010","o","own-goal",84,"Richard Dunne","Richard Dunne"
2425,"2009/2010","n","shot",21,"Andrey Arshavin","NA"
2425,"2009/2010","n","shot",26,"Robin van Persie","NA"
2425,"2009/2010","o","own-goal",38,"Chris Baird","NA"
2425,"2009/2010","n","shot",84,"Carlos Vela","Samir Nasri"
2426,"2009/2010","n","shot",31,"Darren Fletcher","NA"
2426,"2009/2010","n","shot",38,"Ryan Giggs","Dimitar Berbatov"
2426,"2009/2010","o","own-goal",54,"Danny Higginbotham","NA"
2426,"2009/2010","n","header",84,"Ji-Sung Park","Ryan Giggs"
2427,"2009/2010","n","shot",17,"Luis Boa Morte","Alessandro Diamanti"
2427,"2009/2010","n","header",21,"Shaun Wright-Phillips","Adam Johnson"
2429,"2009/2010","n","distance",40,"Andrey Arshavin","Denilson"
2429,"2009/2010","p","penalty",59,"Wayne Rooney","NA"
2429,"2009/2010","o","own-goal",64,"Abou Diaby","NA"
2429,"2009/2010","dg","disallowed",90,"Robin van Persie","NA"
2430,"2009/2010","n","header",72,"Peter Crouch","Tom Huddlestone"
2430,"2009/2010","n","shot",75,"Lee Bowyer","NA"
2430,"2009/2010","n","shot",90,"Aaron Lennon","Roman Pavlyuchenko"
2431,"2009/2010","o","own-goal",3,"John Pantsil","John Pantsil"
2431,"2009/2010","n","distance",59,"Gabriel Agbonlahor","Gabriel Agbonlahor"
2432,"2009/2010","n","header",57,"Paul Scharner","Charles N'Zogbia"
2432,"2009/2010","n","header",62,"Louis Saha","Leighton Baines"
2432,"2009/2010","p","penalty",90,"Leighton Baines","NA"
2433,"2009/2010","n","header",3,"Geovanni","Stephen Hunt"
2433,"2009/2010","n","shot",46,"Richard Stearman","Jody Craddock"
2435,"2009/2010","n","shot",33,"Kevin Davies","Johan Elmander"
2435,"2009/2010","n","distance",41,"Glen Johnson","NA"
2435,"2009/2010","n","shot",47,"Tamir Cohen","Kevin Davies"
2435,"2009/2010","n","shot",56,"Fernando Torres","Dirk Kuyt"
2435,"2009/2010","n","volley",83,"Steven Gerrard","Fernando Torres"
2436,"2009/2010","n","header",30,"Emmanuel Adebayor","Gareth Barry"
2436,"2009/2010","dg","disallowed",40,"Micah Richards","NA"
2437,"2009/2010","n","shot",43,"Dave Kitson","Dave Kitson"
2438,"2009/2010","n","shot",45,"Nicolas Anelka","Didier Drogba"
2438,"2009/2010","n","header",47,"Michael Ballack","Frank Lampard"
2438,"2009/2010","n","shot",52,"Ashley Cole","Frank Lampard"
2438,"2009/2010","dg","disallowed",83,"Nicolas Anelka","NA"
2439,"2009/2010","n","shot",27,"Yossi Benayoun","Glen Johnson"
2439,"2009/2010","n","loose_ball",41,"Dirk Kuyt","Yossi Benayoun"
2439,"2009/2010","n","shot",61,"Yossi Benayoun","Steven Gerrard"
2439,"2009/2010","dg","disallowed",72,"Yossi Benayoun","NA"
2439,"2009/2010","n","shot",82,"Yossi Benayoun","Andrey Voronin"
2440,"2009/2010","p","penalty",13,"Darren Bent","NA"
2440,"2009/2010","n","header",44,"Kamil Zayatte","Kamel Ghilas"
2440,"2009/2010","n","shot",49,"Andrew Reid","Fraizer Campbell"
2440,"2009/2010","n","shot",66,"Darren Bent","Anton Ferdinand"
2440,"2009/2010","o","own-goal",75,"Kamil Zayatte","NA"
2441,"2009/2010","n","bicycle_kick",1,"Jermain Defoe","NA"
2441,"2009/2010","n","direct_freekick",25,"Ryan Giggs","NA"
2441,"2009/2010","n","shot",41,"Anderson","NA"
2441,"2009/2010","n","shot",78,"Wayne Rooney","Darren Fletcher"
2442,"2009/2010","o","own-goal",20,"Manuel Almunia","NA"
2442,"2009/2010","n","distance",62,"Robin van Persie","Tomas Rosicky"
2442,"2009/2010","n","shot",74,"Craig Bellamy","Micah Richards"
2442,"2009/2010","n","header",80,"Emmanuel Adebayor","Shaun Wright-Phillips"
2442,"2009/2010","n","shot",84,"Shaun Wright-Phillips","Craig Bellamy"
2442,"2009/2010","n","shot",88,"Tomas Rosicky","Cesc Fabregas"
